file,text,short_text
cic-guide-2008-eng.txt,"2.1the main rules of the scheme are listed below.the list does not, however, cover all thecircumstances that can arise, and you should read or seek advice on the sections of the guide andthe scheme which you think are relevant to your situation.2.2we are unable to consider your application under this scheme if:(a)you were injured before 1 august 1964;(b)you have already applied for compensation in respect of the same criminal injury under anyscheme operating in great britain before 1 april 1996 (paragraph 7a);(c)the injury happened before 1 october 1979 and you and the person who injured you were living together as members of the same family (paragraph 7(b)).2.3for your application to be considered you must have been:-(a)a victim of a crime of violence, or injured in some other way covered by the scheme (seepart 8 of this guide);(b)physically and/or mentally injured as a result; 3(c)in england, scotland or wales at the time when the injury was sustained; and(d)injured seriously enough to qualify for at least the minimum award available under the scheme. (the tariff levels are set out in full at the end of this guide); or(e)a dependant or relative of a victim of a crime of violence who has since died (see part 4.16- 4.19 of this guide).2.4 unless there are good reasons you should also:-(a)have reported the incident personally to the police as soon as possible after it happened (butsee also part 8 of this guide);(b)send your application so that we receive it within 2 years from the date of the incidentcausing the injury (but see also part 7.2 - 7.5 of this guide).part 3 - howand when toapply3.1application forms and related guides are obtainable from our office at the address at the beginningof this guide.3.2personal injury-if you have been injured, please ask for and complete apersonal injuryapplication form.3.3fatal injury- if you intend to apply following the death of a victim of a crime of violence, pleaseask for and complete a fatal injuryapplication form.3.4time limit- completed applications should be sent to us as soon as possible, and must be receivedat our office no later than 2yearsafter the incident for which a claim is made (paragraph 17).this time limit may, however, be waived if we consider that there is a good reason for the delay andit is in the interests of justice to do so. for an application to proceed there must be enoughinformation still available for us to assess your claim (see also parts 7.2 - 7.5of this guide).3.5permission forenquiries - we need your permission to approach the police, hospital, doctor, youremployer or anyone else who can help to verify your claim. there is a place on the application formfor you to sign to allow us to make these enquiries, which are dealt with in strict confidence.3.6photographs - please do not send photographs of your injury unless we ask you to.applications on behalf of children3.7if the application is in respect of child abuse, ask us for the separate leaflet child abuse and thecriminal injuries compensation scheme. more generally, if you are applying on behalf ofsomeone under the age of 18 you must be an adult with parental responsibility for the child (ie, thenatural parent, adoptive parent or another person with legal parental responsibility). acopy of thechilds birth certificate mustbe enclosed with the application form. if the child is in care we willexpect the application to be made by the local authority if they have assumed parentalresponsibility.the application will then be signed by a responsible officer on the local authoritysbehalf. in other cases we will expect the application to be made and signed by the person havingparental responsibility for the child for the time being.43.8where there is no one legally entitled to act for the child, help should be sought from the officialsolicitor for an application in england and wales; but in the case of an application arising inscotland we may require the appointment of a tutor or guardian. we do not make these arrangementsourselves. wherever possible all necessary formalities should be completed on the childs behalfbefore an application is made so that delays do not occur at later stages. if the incident for which theclaim is made occurred some time ago, you should not delay the application but send it to us asquickly as possible.3.9if you are unsure about parental responsibility you should seek advice, for example from your localcitizensadvice bureau.adults unable to manage their own affairs3.10if you are applying on behalf of an adult who is legally incapable of managing his/her own affairs,you must be properly authorised to do so. provided that we consider you to be a suitable person wemay appoint you to act as the applicants representative for the purpose of the scheme. this willenable you to authorise all our enquiries and to decide on the applicants behalf whether to acceptthe award, to ask for a review or to appeal to the criminal injuries compensation appeals panel.before we take this step we will require medical evidence that the applicant is incapable by reasonsof mental disorder as defined in the mental health act of 1983 of managing and administeringhis/her property and affairs.part 4 - howwe dealwith your applicationacknowledgement and enquiries4.1we will acknowledge your application and give you a personal reference number which will help usto identify it quickly should you need to contact us.4.2we will then normally make enquiries of the police, medical authorities and other relevant bodies toenable your claim to be assessed.4.3it is important that you give all reasonable help to us in connection with your application(paragraph 13(c)).assessment of yourapplication4.4claims officers in the authority are responsible for deciding in accordance with the scheme whatawards (if any) should be made in individual cases, and how they should be paid.4.5as soon as we have the information we need, we will first decide whether your application isacceptable within the rules in paragraphs 6 to 12, and 38(fatal cases) of the scheme. these areexplained in some detail in parts 7-9of this guide but, amongst other factors, we will need toconsider whether an award should be withheld or reduced under any of the provisions ofparagraphs 13 to 16.personal injury4.6if your application is acceptable we will assess whether or not your injury is serious enough toqualify for at least the minimum award payable under the tariff(paragraph 25, note 1 on thetariff of awards; see also part 7.6of this guide).4.7we will then identify the tariff level into which your injury falls (paragraphs 25 to 29 and tariffof awards). to help us do that, we may ask you to attend a centre as near as possible 5to your home to have the injury examined by a doctor nominated by us (paragraph 20). we willpay reasonable travelling expenses for this purpose (covering, where appropriate, both your and acarers expenses).4.8where you suffer more than one qualifying injury, the tariff award will be that for the highest ratedinjury plus, where the other injuries are separate from the highest rated injury and from one another,10% of the tariff value of the second most serious injury and, where appropriate, 5% of the tariffvalue of the third most serious injury.this means, for example, that where the injuries are adepressed fracture of the skull (single tariff payment 6000), loss of 2 front teeth (2000) and abroken nose (1500), the combined award would be 6000 + 200 + 75 totalling 6275.4.9the tariff includes an element of compensation for the degree of shock which an applicant innormal circumstances would experience as a result of an incident resulting in injury. if the shock (asdefined in note 2 in the tariff of awards) is such that it would attract an award from a higher tarifflevel than the injury itself, then the award for shock will be paid rather than the award for injury.4.10an award will be reduced by the full amount of any payment of compensation or damages received in respect of the same injuries (paragraph 48).4.11if we make an award and you subsequently receive compensation or damages as described inparagraph 48of the scheme you will be required to pay to us the full amount of the other paymentup to the level of our award of compensation.compensation for loss of earnings (paragraphs 30-34)4.12if your injury has caused you to lose or is likely to cause you to lose earnings or earning capacity forlonger than 28 full weeks you may be eligible for additional compensation for this loss. if so, wewill ask you for details of your loss and send you a separate guide on how it is calculated.4.13please note that compensation is notpayable forthe first 28 full weeks of lost earnings orearning capacity.compensation for special expenses (paragraphs 35-36)4.14you may be considered for an additional amount of compensation if, as a direct result of the injuryyou have been incapacitated or are likely to be incapacitated for longer than 28 full weeks and haveincurred special expenses for medical/dental/optical treatment, related equipment and care. you donot have to be employed to be considered for compensation for special expenses which, providedyou meet the time condition, are payable from the date of the injury.we will ask you for details,sending you a separate guide.4.15if, after completing the personal injury application form, your circumstances change and you thinkyou may be eligible within the terms of the scheme to apply for additional compensation for loss ofearnings and/or special expenses you should write to this address quoting your reference number andgiving details of the change in your circumstances.fatal cases (paragraphs 37-44)4.16those eligible to applyare dependants or relatives (as shown in the next paragraph) of someonewho died as a result of a criminal injury, or who was criminally injured but died from some othercause.64.17 adependant or relative is someone who at the time of the deceaseds death was the deceaseds:-(a) husband or wife(b) unmarried but long term partner (of the opposite sex)(c)parent(d) *childor(e)former husband or wife who was financially supported by the deceased.* childmeans a person of any age - the definition isnotrestricted to a person below the age of 18.death as a result of a criminal injury4.18if you fall into any category at section 4.17 and the deceased died as a result of the criminal injury,we will assess your eligibility for compensation in the form of a fatal injury award and/or adependency award and/or an award for loss of parental services (paragraphs 38-42).applicationmay be made even if an award had been made to the victim for the injury before death (paragraph43).death following, but not as a result of a criminal injury4.19where the victim has died but the death was not as a result of the criminal injury you may beeligible to apply for supplementary compensation (paragraph 44). supplementary compensation isintended to cover loss of earnings, expenses and liabilities incurred by the victim before death as aresult of the crime of violence. payment of a tariff injury award cannot be made.general eligibility4.20consideration of applications for compensation in respect of fatal cases are subject to the maineligibility requirements of the scheme and apply to the applicant and the deceased (paragraphs 13and 14).funeral expenses4.21where the victim dies as a result of a criminal injury, an application will be considered forreimbursement of reasonable funeral expenses, even where the person bearing the cost of the funeralis otherwise ineligible to claim under the scheme (paragraph 37). in calculating the expenses to bereimbursed we will take account of the religious and cultural background of the victim and hisfamily.notification of our decision4.22you will be told of our decision in writing and, in cases where an award has been reduced orwithheld, you will be given reasons. any award made by us may be subject to directions andarrangements considered by us to be appropriate, taking into account the circumstances of the case(paragraph 50).7payment4.23wherever possible we will try to resolve your application by a single payment of compensation (afinal award) but to do this the medical situation needs to be clear. however, in some cases there canbe a delay and if, in all respects, you are eligible for compensation, we may make one or moreinterim awards on account (paragraph 51).we have discretion to reconsider a decision to make afinal award at any time before it is actually paid (paragraph 53).annuities4.24where it is likely that a high value award will be made, you may opt for payment through thepurchase of an annuity or annuities. these can provide index linked, tax-free payments. we will takeyou or your representativesinstructions as to which annuity to purchase. any expenses incurred willbe met from the award. (paragraph 52).reopening of cases (paragraphs 56-57)4.25we have discretion to re-open a case after a final decision has been made if the medical conditioncaused by the injury has deteriorated to such an extent that an injustice would occur if the originalcompensation assessment were allowed to stand. the following are examples of circumstances inwhich we may re-open a case:-where the injuries are now serious enough to qualify for an award; where the applicant would now qualify for an award from a higher injury band;where the applicants medical condition has deteriorated to such an extent that he/she is nolonger able to pursue his/her occupation.if any of these factors apply you should write to us asking for the case to be re-opened. you mustsupply medical evidence to support this application. if the application is made more than 2 yearsafter the date of the final decision we can only consider re-opening it if we are satisfied that it wouldnot involve us in extensive enquiries.part 5 - review of decisions (paragraphs 58-60)5.1if you consider that you have grounds to disagree with our decision you may apply for it to bereviewed. if you decide to do this you should apply in writing within 90 days from the date on ourletter giving you notice of our original decision, giving your reasons. your case will then beconsidered afresh by a claims officer more senior than the one who made the original decision. botheligibility for and the amount of any award will be reviewed and a fresh decision, with reasons, willbe sent to you. on review of the decision a claims officer may increase, reduce or withhold anaward.5.2we will send you an application forreview and a guide to review procedures when we issueour original decision.part 6 - appeals tothe criminal injuries compensation appeals panel(paragraphs 62-82)6.1if you consider that there are grounds for contesting the result of the review you may appeal, within30 days from the date on our letter giving you notice of our reviewed decision, to the criminalinjuries compensation appeals panel. the members and staff of this panel are entirely independent8from the authority and have wide powers within the terms of the scheme to consider afresh youroriginal application and any further information you wish to provide. on consideration of an appealthe panel may increase, reduce or withhold an award. adecision made by the panel, whether at anoral hearing of your case or otherwise, is final.6.2we will send you an application forappealand a guide to appeal procedures when we issueour reviewed decision.part 7 - further information on the scope ofthe schemewhere did the incident happen?",onsibility.the application will then be signed by a responsible officer on the local a
comp-2-eng_doc.txt,5. (a) i consider the company’s centre of main interest is at or the company has an establishment at [insert address]. accordingly the ec regulations on insolvency proceedings will apply and these will be main/secondary/territorial proceedings or the ec regulations on insolvency proceedings will not apply to these proceedings. signed .................................................................. name: dated: ----------------------- (a) delete as applicable ,gs will not apply to these proceedings. signed .......................................
comp-3-eng_doc.txt, rule 7.12 certificate of compliance form comp 3 in the high court of justice chancery division companies court in the matter of [insert compamy name] and in the matter of the insolvency act 1986 (a) insert date winding-up petition presented on (a) i certify that the above-mentioned petition which will be heard on (a) was served in accordance with the provisions of rule 7.9 on (a) and was gazetted in accordance with the provisions of rule 7.10 on (a) and a copy of the gazetted notice appears below/is attached. signed name: dated: ,NA
comp-4-eng_doc.txt," rule 7.14 notice of persons intending to appear form comp 4 in the high court of justice chancery division companies court in the matter of [insert compamy name] and in the matter of the insolvency act 1986 (a) insert date winding-up petition presented on (a) to be heard on (a) (b) insert full name and take notice that (b) address, or if a firm, the name of the firm and address (c) [a creditor of the above-named company for £_____] [a contributory of the above-named company holding ______ shares in the (c) delete as applicable company] intends to appear on the hearing of the above-mentioned petition to (c) [support] [oppose] it. signed ____________________________________________________ (d) address (d) if creditor or contributory’s solicitor or other agent please give name and address of firm and insert name(s) and address(es) of petitioner(s) or petitioner(s) solicitor telephone no____________________________________ reference no ____________________________________ to (d) dated ", petition to (c) [support] [oppose] it. signed _______________________________________
comp-8-eng_doc.txt,"12. the applicant(s) therefore request(s) as follows:- 1) that the court make an administration order in relation to (d) (2) that (n) be appointed to be the administrator(s) of the said company (3) (o) or (4) that such other order may be made as the court thinks appropriate. signed *applicant / applicant’s solicitor (if signing on behalf of firm or company state position or office held) dated 11. the *applicant’s / applicant’s solicitor‘s address for service is (m) ----------------------- (a) insert full name(s) of applicant(s) *delete as applicable (b) name(s) of all creditors applying (c) give details of charge relied on, date registered, (if any) financial limit (d) insert name of company subject to application (e) insert date of incorporation (f) insert registered number (g) insert address of registered office (h) insert the total number if issued shares in the company and the manner in which they are divide up (j) insert amount of capital paid up or credited as paid up *delete as applicable (k) insert whether main, secondary or territorial proceedings *delete as applicable (l) insert full name(s) and address(es) of proposed administrator(s) (n) insert full name(s) of proposed administrator(s) (o) insert details of any ancillary orders sought (p) insert name and address of court/district registry *delete as applicable *delete as applicable (m) insert address for service - where applicant is company or directors this must be the registered office of the company unless special reason to (o) this is the address which will be treated by court as the petitions address for service. endorsement to be completed by the court this application having been issued at the rcj rolls building, 7 fetter lane, london, ec4a 1nl will be heard at the time and date pursuant to the endorsement underneath the court seal on the front page of this application. or this application having been issued by the court on will be heard at (p) on (date) at (time) hours (or as soon thereafter as the application can be heard) the (o) solicitor to the applicant is:— name: address: email: telephone no: reference: ",e made as the court thinks appropriate. signed *applicant / applicant’s solicitor (if 
cop-dla-eng.txt,"yes noif yes, please say what your requirements are. if necessary, 8the statement of truth is to be signed by you, your solicitor or your litigation friend.*(i believe) (the applicant believes) that the facts stated in this application form and its annex(es) are true. section 9 - statement of truthsection 8 statement of facts relied on signeddate//namename position or 9section 10 - supporting documentsstandard authorisation best interests assessment urgent authorisationform cop dlb declaration of exceptional urgencyage assessmentform cop 24 witness statement no refusals assessment (if legally represented) mental capacity assessmentcopies of any relevant statutory material mental health assessmentdraft order or directions eligibility assessment standard authorisation mental health assessmenturgent authorisationeligibility assessmentage assessmentbest interests assessment no refusals assessment care plan mental capacity assessment10.2 the following documents not being in my possession. i request the supervisory body/ 10.3 please explain why you have not supplied a document and a date when you expect it to be available:signedapplicants solicitor ","ssary, 8the statement of truth is to be signed by you, your solicitor or your litigati"
cop-dlb-eng.txt,section 2 - proposed timetable the application for interim relief should be considered within hoursdaysabridgement of time is sought for the lodging of acknowledgments of service2.1 please tick the boxes that applysigneddated//date of urgent/ standard authorisation ////full name of person to whom the application relates (this is the name of the person who is deprived/will be deprived of their liberty)this form should only be used for applications to vary or terminate a standard or urgent authorisation made by a supervisory body under schedule a1 of the mental capacity act 2005.2section 3 service3.1 on whom have you served a copy of this form?,vice2.1 please tick the boxes that applysigneddated//date of urgent/ standard authoris
cop-dld-eng.txt,1 crown copyright 2015 full name of person to whom the application relates (this is the person who is deprived/will be deprived of their liberty)deprivation of liberty copdld07.15court of protection case no.name of applicantname of respondent filed bydate name//name//name//name//2.1 title or description of the document (tick only one box)application formother (please give details) 2 namereasonnamereasonnamereasonnamereasonsigneddate//namename position or ,NA
cop-dle-eng.txt,4.signeddatesigneddate served/// namename position or //,NA
cop-dol10-eng.txt,"5. statement of truthposition or ofce helddatesignedname*applicant (s solicitor) name of organisation* please delete the options in brackets that do not apply. 6annex a: evidence in support of an application to authorise a deprivation of liberty(sections 4a(3) and 16(2)(a) of the mental capacity act 2005)please give the full name of p1. assessment of capacityi conrm that p has been assessed as having an impairment or disturbance in the functioning of the mind or brain and lacks capacity to consent to the measures proposed and the deprivation of liberty which is identied within the application.i attach form cop3 or other evidence of capacity2. mental health assessment - unsoundness of mindi conrm that p has been medically diagnosed as being of unsound mind and i attach written evidence from a medical practitioner if your assessment of capacity on form cop3 has not been completed by a registered medical practitioner, you must also attach written evidence from a registered medical practitioner containing a diagnosis that p suffers from a diagnosis of unsoundness of mind.i am submitting the mental health assessment and assessment of capacity as a single documentcop3 completed by a medical practitioner73. ps circumstances(a) please give a brief description of ps circumstances and identify the people who are involved in ps life and/ or important to p. (b) is p living at the care placement for which the authority for deprivation of liberty is sought?",tement of truthposition or ofce helddatesignedname*applicant (s solicitor) name of org
cop-dol10-eng.txt,"8. statement of truthposition or ofce helddatesignednamename of organisation 17annex b: consultation with people with an interest in an application to authorise a deprivation of liberty(sections 4a(3) and 16(2)(a) of the mental capacity act 2005)please give the full name of psection 4(7) of the mental capacity act 2005 places a duty on a decision maker to take into account the views of other people who have an interest in ps personal welfare. you should consult with: (a) any donee of a lasting power of attorney granted by p; (b) any deputy appointed for p by the court; and, if possible, with at least three people from the following categories: (c) anyone named by p as someone to be consulted on the matters raised by the application; and (d) anyone engaged in caring for p or interested in their welfar e you must inform the people consulted with of the information contained in paragraph 40 of the practice direction 10aa and provide details, including attaching statements.181. people who have been consulted and who fall within the categories (a) - (d) abovenameaddress date consultedconnection to p2. people who have not been consulted within the categories (a) - (d) abovenameaddress reason why they were not consultedconnection to p193. of the people consulted please give the following information:namewhat has their approach been to issues relating to ps accommodation and care in the past? ",tement of truthposition or ofce helddatesignednamename of organisation 17annex b: cons
cop-dol10-eng.txt,"yes noif yes, please give details 22i believe the facts stated in this annex are true. position or ofce helddatesignednamename of organisation5. statement of truth(e) is the proposed litigation friend/rule 3a repr esentative able and likely to provide information to the court of protection on the implementation of the care or support plan in connection with any review of the arrangements for the care and accommodation of p carried out by the court of protection? ",nnex are true. position or ofce helddatesignednamename of organisation5. statement of 
cop-dol10-eng.txt,"yes noif yes, please give details; include in particular any relevant oral or written statements made or views expressed by p when they had capacity. set out any beliefs and values which might inuence the decision if they had capacity and any other factors that they would be likely to consider were they able to do so. 26(e) provide any other information that you consider to be relevant to the court i believe the facts stated in this annex are true. position or ofce helddatesignednamename of organisation3. statement of truth27checklist for completing form copdol10 for a court authorised deprivation of liberty. every question on the forms should be completed, or stated that information is not available. failure to provide the information required by the court could lead to unnecessary delays to proceedings. a separate application must be made for each individual for whom an authorisation of a deprivation of liberty is sought. please ensure that the following forms have been completed: copdol10 application under sections 4a(3) and 16(2)(a) of the mental capacity act 2005 to authorise a deprivation of libertyannex a evidence in support of an application under sections 4a(3) and 16(2)(a) of the mental capacity act 2005 to authorise a deprivation of libertyannex b consultation with people with an interest in an application under sections 4a(3) and 16(2)(a) of the mental capacity act 2005 to authorise a deprivation of libertyannex c consultation with p in support of an application under sections 4a(3) and 16(2)(a) of the mental capacity act 2005 to authorise a deprivation of liberty. you must also supply:cop3 evidence of capacitymental health assessmenta copy of any advance decisiona copy of any lasting power of attorney (lpa) any relevant court orders care or support plan (please ensure the dated care or support plan is clearly labelled so it can be easily identied within the application)best interest statement the application fee28general information for completing form copdol10 for a court authorised deprivation of liberty. these forms should be used to make applications to the court of protection for the court to authorise a deprivation of liberty for people who are receiving care in domestic settings such as shared lives and supported living. the forms should not be used for applications to vary or terminate a standard or urgent authorisation made by a supervisory body under schedule a1 of the mental capacity act 2005.1. copdol10 the application form p the person who lacks capacity, who is subject of this application, is referred to as p throughout the application. order sought you must specify in the box the nature of the order you seek, i.e a declaration that p lacks capacity to make decisions relating to their care and residence or an order that it is in the best interests of p to deprive that person of their liberty. you may also request authorisation from the court to sign a tenancy or residential agreement on behalf of p in this section. date of birth proof that p is 16 years old or over .2. annex a evidence in support of application in most cases the allocated social worker with the relevant skill and knowledge, involved with the care arrangements may complete the form. however, if one or more of the trigger factors apply, someone independent (who may still be employed by the applicant public authority) to the allocated social worker should provide the evidence. the purpose of the mental health assessment is to establish that p has been diagnosed as being of unsound mind, and therefore comes within the scope of article 5 of the european convention on human rights. the evidence may be provided by a r egistered medical practitioner or psychiatrist, evidence from a social worker or other non-medical practitioner listed in the notes to form cop3 will not be accepted. the practitioner does not need to be approved under section 12 of the mental health act 1983. the mental health assessment may take the form of a letter setting out the diagnosis, including refer ence to whether p is of unsound mind, the name of the practitioner and their qualications. if it is not possible to provide the original letter, a copy certied by the applicant as a true copy of the original will be acceptable. the evidence should not be more than 12 months old. in cases where suitable mental health evidence is not r eadily available, then it would be acceptable to provide the assessment of capacity and mental health assessment as a single document using form cop3, but the combined evidence must be provided by a registered medical practitioner or psychiatrist. is p free to leave? ",nnex are true. position or ofce helddatesignednamename of organisation3. statement of 
cop-faq-eng.txt,"once you have been appointed the court will write to you. if you are a deputy for property and nancial affairs you will need to take out a security bond which must be in place before the court will release the order appointing you. the courts letter will tell you how to arrange the security bond. the court requires that all deputies for property and affairs arrange a security bond with an insurer. this is essentially an insurance policy designed to protect the incapacitated persons assets in the unlikely event that the deputy were to misuse them. this is standard business practice and is not intended to reect on the deputys personal integrity. the court sets the level of security when appointing a deputy and it will be proportionate to the amount of funds that the deputy will have control of, including the value of any non-cash assets such as a house or land. once your security bond is in place the court will send you sealed court orders conrming that you have been appointed as deputy. the order sets out what you can (and cant) do as deputy, and the court will also send you a guidance sheet about what you should do next. ",is is essentially an insurance policy designed to protect the incapacitated persons as
cop-gn1-eng.txt,"in the vast majority of cases, the court will make a decision based on the papers submitted without the need for a hearing. security the court requires all deputies for property and nancial affairs to arrange a security bond with an insurer. security is a type of insurance policy that protects the person who lacks mental capacity in the unlikely event that the deputy was to misuse their funds. the arrangement is a standard business practice and does not reect on the deputys personal integrity. the court will calculate the level of security according to the value of the assets that will be under the control of the deputy. the deputy must pay the premium on the bond before the court sends out the order appointing a deputy, and the deputy is responsible for paying the annual premiums. how to apply the following forms must be completed and signed: cop1 application form cop1a annex a: supporting information for property and affairs applications cop3 assessment of capacity cop4 deputys declaration you can download the forms from the website: ww w.gov.uk/court-of-protection 2it is important that you complete all the relevant sections of the form and provide all the information requested. if you do not provide all the information, the court may not be able to deal with your application straight away. you should send two copies of the cop1 but only one copy of the other forms , together with the appropriate fee or an application for fee remission supporting documents to accompany the application where possible you should also provide: copies of all previous orders made by the court; a copy of the will of the person to whom the application relates; a copy of any lasting or enduring power of attorney made by the person to whom the application relates; if there is an existing attorney who no longer wishes to act, a signed deed of disclaimer; if the application is to replace an existing deputy, and the deputy is not the applicant, a statement from the current deputy consenting to the application. urgent matters if you need to do something straight away, before the appointment of a deputy, you can ask the court to make an interim order. for example, you may need to pay outstanding care home fees, or if you cannot obtain all the information, you need to complete annex a: supporting information for property and affairs (form cop1a), you may need to ask for an investigate and report order to obtain the information from banks and building societies. you can ask the court for an interim order at the same time as you apply for appointment as deputy by completing section 1.2 of form cop1a; or if you need to do something after applying, by completing an application notice (form cop9). you should only apply for an interim order in cases of genuine urgency, and you must explain to the court why the situation is urgent. court fees an application fee is payable when you make an application. cheques should be made payable to hm courts & tribunals service (hmcts). for applications concerning property and nancial affairs, you can recover the fee from the assets of the person who lacks capacity after a deputy is appointed. there are circumstances in which the court can waive all or part payment of the application fee depending on nancial circumstances. for further details, please see booklet cop44 - court of protection fees available from the website: www.gov.uk/court-of-protection. disclaimer court of protection staff cannot give legal advice. if you need legal advice, please contact a solicitor or your local citizens advice. information in this guidance is believed to be correct at the time of publication; however, we do not accept any liability for any error it may contain. if you need further help with your application, please check the website: www.gov.uk/court-of-protection. ",e following forms must be completed and signed: cop1 application form cop1a annex a: s
cop-gn2-eng.txt,"4. where there is a continuing trustee, or trustees, an application needs to be made to the court under section 36(9) of the trustee act 1925 for the courts permission for the continuing trustee to appoint a new trustee in place of the incapable person. where the incapable person is the only remaining trustee, an application needs to be made to the court under section 54 of the trustee act 1925 for an order appointing at least two trustees in their place. (a minimum of two trustees need to be appointed in order to sell a property.) this situation most commonly arises when the property is held as tenants in common and the co-owner is deceased. it is important to note that unless the executors of the deceaseds estate have been put on the title to the property they cannot legally deal with its transfer or sale as they are not trustees of the property. how to apply section 36(9) applications cop1 application form cop1d annex d: supporting information for applications to appoint or discharge a trustee cop24 witness statement. this is to provide the court with the necessary information as set out in paragraph 5 of practice direction 9g cop12 special undertaking by trustees. with the details of the continuing and proposed new trustees, and the property in question. the form must be signed by all parties. cop24 witness statement. a certicate of tness. this is only required when the proposed new trustee is not the deputy, proposed deputy or a solicitor. the certicate of tness must be completed by someone who has known the proposed new trustee for at least two years and can attest to their suitability to act. section 54 applications these applications consist of the same forms listed above. in cases where a co-trustee is deceased the application must be supported by a copy of the will and grant of representation to the estate of the deceased. if the joint tenancy of the property has been severed a copy of the notice of severance must also be led. 2supporting documents if the land is registered the application must be supported by an ofcial copy of the entries at hm land registry. if the land is not registered a copy of the conveyance or other trust instrument showing who has legal title must be led. where a trustee has made an enduring, or lasting power of attorney a copy should be led. attorneys appointed under enduring and lasting powers of attorney in cases where an attorney is acting under a registered power of attorney they have acquired trustee functions in respect of trusts of land under the trustee delegation act 1999. this means that an attorney can exercise the donors trustee powers provided that i. the donor has a benecial interest in the trust property at the time that the function is exercised ii. there is no indication that the donor did not want the attorney to exercise his/her trustee functions. practically this means that an attorney acting under a registered power can i. act with any continuing trustees in the sale of a property ii. where the attorney is the continuing trustee, or the donor is the sole surviving trustee, appoint a new trustee to act with him/her. please note that if you are making an application to appoint new trustees where there is no deputy or attorney already acting for the incapacitated person, you must consider whether a further application to the court is required. for example if the incapacitated person will receive funds from the sale of the property or land then you need to consider whether somebody needs to be appointed by the court to manage these funds on their behalf. please note that if trustees intend to sell any land or property (in which the incapacitated person has an interest) to a friend or relative this must be disclosed to the court within the application and suitable valuations supplied from reputable local valuers. court fees an application fee is payable when you make an application. cheques should be made payable to hm courts & tribunals service (hmcts). for applications concerning property and nancial affairs, you can recover the fee from the assets of the person who lacks capacity after a deputy is appointed. there are circumstances in which the court can waive all or part payment of the application fee depending on nancial circumstances. for further details, please see booklet cop44 - court of protection fees available from the website: www.gov.uk/court-of-protection disclaimer court of protection staff cannot give legal advice. if you need legal advice, please contact a solicitor or your local citizens advice. information in this guidance is believed to be correct at the time of publication; however, we do not accept any liability for any error it may contain. if you need further help with your application, please check the website: www.gov.uk/court-of-protection 3practice direction how to start proceedings this practice direction supplements part 9 of the court of protection rules 2007 practice direction g applications to appoint or discharge a trustee general 1. rule 71 enables a practice direction to make additional or different provision in relation to specied applications. applications to which this practice direction applies 2. this practice direction makes provision for applications: (a) for the exercise of any power (including a power to consent) vested in p whether as a trustee or otherwise (section 18(1)(j) of the act); (b) under section 36(9) of the trustee act 1925 for leave to appoint a new trustee in place of p; (c) under section 54 of the trustee act 1925 as to the court's jurisdiction; (d) under section 20 of the trusts of land and appointment of trustees act 1996; or (e) for the courts approval of the appointment of a trustee in accordance with the terms of a trust. ", property in question. the form must be signed by all parties. cop24 witness statement
cop-gn2-eng.txt,"3. a deputy may not be appointed to exercise any power vested in p, whether as a trustee or otherwise 1. hence, an application must be made to the court for the court to make such a decision. permission to make applications to the court 4. section 50(1) of, paragraph 20(2) to schedule 3 to, the act and rules 51 and 52 set out the circumstances in which permission is or is not required to make an application to the court for the exercise of any of its powers under the act. information to be provided with the application form 5. in addition to the application form cop1 (and its annexes) and any information or documents required to be provided by the rules or another practice direction, the following information must be provided (in the form of a witness statement, attaching documents as exhibits where necessary) for any application to which this practice direction applies: (a) a copy of the existing trust document; (b) where relevant, a copy of any original conveyance, transfer, lease, assignment, settlement trust or will trust; (c) the names and addresses of any present trustees and details of any benecial interest they have in the trust property. if the present trustees are not the original trustees, an explanation should be provided as to how they became trustees and copies of any deeds of appointment and retirement should be provided; (d) the full name, address and date of birth of any person proposed to replace p as a trustee, and details of his relationship to p; (e) conrmation that the trust is not under an order for administration in the chancery division; (f) if there is only one continuing trustee, the applicant must conrm that both the trustee and the proposed new trustee have not made an enduring power of attorney or a lasting power of attorney in favour of the other party; (g) if an enduring power of attorney or a lasting power of attorney has been executed by a continuing trustee, a certied copy of that document must be provided. if the power has not been registered, the applicant must conrm that the trustee is still capable of carrying out his duties as a trustee; 1 section 20(3) of the act prevents a deputy being given power to exercise such powers on behalf of p. 4(h) the full name and address of any person who has an interest in any trust property as the beneciary of a will, and whether any of them are children or persons who lack capacity; (i) if the proposed new trustee is not a solicitor or a trust corporation (for example, a bank) and has not been appointed as a deputy for the trustee lacking capacity, the applicant must provide a witness statement from a person independent of the applicant, who has no interest in the trust property, attesting to the applicant's tness to be appointed as trustee; (j) if the application relates to a transfer of assets in a will trust or similar settlement into the names of new trustees, accurate details of the trust assets must be provided (including full details of any stocks and shares held); (k) a copy of any notice of severance and evidence of service; (l) a copy of the will and grant of probate to the deceaseds estate (where relevant); (m) conrmation of all relevant consents; and (n) a copy of a signed trustees special undertaking. ",NA
