Unique Form ID,Form Reference,Form Title,Agency/Organisation,Form/Guidance/Other,Language,Doc Date,File Name,File Type,Location,Formfinder category,Downloads,Unique Downloads,References,Signature,Payment,Attachment,Owner,Processor,End User,Multiple Users on same form,Fields,Internal Logic,Dependencies
44,A53,Application for a Contact Order (Section 26 Adoption and Children Act 2002 or an order for contact or prohibiting contact under section 51A of the Adoption and Children Act 2002),HMCTS,Form,English,11/2016,a53-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
45,A53,Cais am orchymyn cyswllt Adran 26 Deddf Mabwysiadu a Phlant 2002 / Application for a contact order Section 26 Adoption and Children Act 2002,HMCTS,Form,Welsh / Bilingual,04/2011,a53-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
46,A53 Nodiadau / A53 Notes,Cais am orchymyn cyswllt dan adran 26 Deddf Mabwysiadu a Phlant 2002 (Ffurflen A53). Nodiadau ar lenwi'r ffurflen / Application for a contact order under section 26 of the Adoption and Children Act 2002 (Form A53). Notes on completing the form,HMCTS,Notes,Welsh / Bilingual,04/2011,a53-nodiadau-a53-notes-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
47,A53 Notes,Application for a Contact Order (Section 26 of the Adoption and Children Act 2002 or an order under section 51A of the Act) (Form A53). Notes on completing the form,HMCTS,Notes,English,11/2016,a53-notes-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
48,A54,Application for variation or revocation of a Contact Order (Section 27(1)(b) or Section 51B(1)(c) Adoption and Children Act 2002),HMCTS,Form,English,11/2016,a54-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
49,A54,Cais i amrywio neu ddiddymu gorchymyn cyswllt (Adran 27(1)(b) Deddf Mabwysiadu a Phlant 2002) / Application for variation or revocation of a contact order (Section 27(1)(b) Adoption and Children Act 2002),HMCTS,Form,Welsh / Bilingual,11/2016,a54-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
50,A54 Nodiadau / A54 Notes,Cais i amrywio neu ddiddymu gorchymyn cyswllt a wnaed dan adran 26 Deddf Mabwysiadu a Phlant 2002 (Ffurflen A54) Nodiadau ar lenwi'r ffurflen / Application for variation or revocation of a contact order made under section 26 of the Adoption and Children Act 2002 (Form A54) Notes on completing the form,HMCTS,Notes,Welsh / Bilingual,12/2005,a54-nodiadau-a54-notes-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
51,A54 Notes,Application for variation or revocation of a Contact Order (Section 27(1)(b) or Section 51B(1)(c) of the Adoption and Children Act 2002) (Form A54). Notes on completing the form,HMCTS,Notes,English,11/2016,a54-notes-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
52,A55,Application for permission to change a child's surname (Section 28 Adoption and Children Act 2002),HMCTS,Form,English,11/2016,a55-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
53,A55,Cais am ganiatâd i newid cyfenw plentyn (Adran 28 Deddf Mabwysiadu a Phlant 2002) / Application for permission to change a child's surname (Section 28 Adoption and Children Act 2002),HMCTS,Form,Welsh / Bilingual,11/2016,a55-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
54,A55 Nodiadau / A55 Notes,Cais am ganiatâd i newid cyfenw plentyn (Ffurflen A55)Nodiadau ar lenwi'r ffurflen / Application for permission to change a child's surname (Form A55)Notes on completing the form,HMCTS,Notes,Welsh / Bilingual,12/2005,a55-nodiadau-a55-notes-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
55,A55 Notes,Application for permission to change a child's surname (Form A55). Notes on completing the form,HMCTS,Notes,English,11/2016,a55-notes-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
56,A56,Application for permission to remove a child from the United Kingdom (Section 28 Adoption and Children Act 2002),HMCTS,Form,English,11/2016,a56-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
57,A56,Cais am ganiatâd i symud plentyn o'r Deyrnas Unedig (Adran 28 Deddf Mabwysiadu a Phlant 2002) / Application for permission to remove a child from the United Kingdom (Section 28 Adoption and Children Act 2002),HMCTS,Form,Welsh / Bilingual,11/2016,a56-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
58,A56 Nodiadau / A56 Notes,Cais am ganiatad i symud plentyn o'r Deyrnas Unedig (Ffur en A56) - Nodiadau ar lenwi'r ffur en | Application for permission to remove a child from the United Kingdom (Form A56) - Notes on completing the form,HMCTS,Notes,Welsh / Bilingual,11/2016,a56-nodiadau-a56-notes-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
59,A56 Notes,Application for permission to remove a child from the United Kingdom (Form A56). Notes on completing the form,HMCTS,Notes,English,11/2016,a56-notes-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
60,A57,Application for a Recovery Order (Section 41 Adoption and Children Act 2002),HMCTS,Form,English,11/2016,a57-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
61,A57,Cais am orchymyn dychwelyd plentyn (Adran 41 Deddf Mabwysiadu a Phlant 2002) / Application for a recovery order (Section 41 Adoption and Children Act 2002),HMCTS,Form,Welsh / Bilingual,11/2016,a57-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
62,A57 Nodiadau | A57 Notes,Cais am orchymyn adfer (Ffur en A57) Nodiadau ar lenwi'r ffur en | Application for a recovery order (Form A57). Notes on completing the form,HMCTS,Notes,Welsh / Bilingual,11/2016,a57-nodiadau-a57-notes-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
63,A57 Notes,Application for a Recovery Order (Form A57). Notes on completing the form,HMCTS,Notes,English,11/2016,a57-notes-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
64,A58,Application for an Adoption Order (Section 46 Adoption and Children Act 2002),HMCTS,Form,English,07/2017,a58-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
65,A58,Cais am orchymyn mabwysiadu (Adran 46 Deddf Mabwysiadu a Phlant 2002) / Application for an adoption order (Section 46 Adoption and Children Act 2002),HMCTS,Form,Welsh / Bilingual,11/2016,a58-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
66,A58 Nodiadau / A58 Notes,"Cais am orchymyn mabwysiadu (Ffur en A58), nodiadau ar lenwi'r ffur en / Application for an adoption order (Form A58). Notes on completing the form",HMCTS,Notes,Welsh / Bilingual,11/2016,a58-nodiadau-a58-notes-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
67,A58 Notes,Application for an Adoption Order (Form A58) - Notes on completing the form,HMCTS,Notes,English,07/2017,a58-notes-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
68,A59,Application for a Convention Adoption Order (Section 46 Adoption and Children Act 2002),HMCTS,Form,English,11/2016,a59-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
69,A59,Cais am orchymyn mabwysiadu dan y Cytundeb (Adran 46 Deddf Mabwysiadu a Phlant 2002) / Application for a Convention adoption order (Section 46 Adoption and Children Act 2002),HMCTS,Form,Welsh / Bilingual,11/2016,a59-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
70,A59 Nodiadau / A59 Notes,Cais am orchymyn mabwysiadu dan y Cytundeb (Ffur en A59). Nodiadau ar lenwi'r ffur en / Application for a Convention adoption order (Form A59). Notes on completing the form,HMCTS,Notes,Welsh / Bilingual,11/2016,a59-nodiadau-a59-notes-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
71,A59 Notes,Application for a Convention Adoption Order (Form A59). Notes on completing the form,HMCTS,Notes,English,11/2016,a59-notes-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
72,A60,Application for an Adoption Order (excluding a Convention adoption order) where the child is habitually resident outside the British islands and is brought into the United Kingdom for the purposes of adoption (Section 46 Adoption and Children Act 2002),HMCTS,Form,English,11/2016,a60-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
73,A60,Cais am orchymyn mabwysiadu (ac eithrio gorchymyn mabwysiadu dan y Cytundeb) / Application for an adoption order (excluding a Convention adoption order),HMCTS,Form,Welsh / Bilingual,11/2016,a60-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
74,A60 Nodiadau / A60 Notes,Cais am orchymyn mabwysiadu (ac eithrio gorchymyn mabwysiadu dan y Cytundeb) (Ffur en A60). Nodiadau ar lenwi'r ffur en / Application for an adoption order (excluding a Convention adoption order) (Form A60). Notes on completing the form,HMCTS,Notes,Welsh / Bilingual,11/2016,a60-nodiadau-a60-notes-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
75,A60 Notes,Application for an Adoption Order (excluding a Convention adoption order) where the child is habitually resident outside the British islands and is brought into the United Kingdom for the purposes of adoption (Form A60). Notes on completing the form,HMCTS,Notes,English,11/2016,a60-notes-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
76,A61,Application for an order for parental responsibility prior to adoption abroad (Section 84 Adoption and Children Act 2002),HMCTS,Form,English,11/2016,a61-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
77,A61,Cais am orchymyn cyfrifoldeb rhiant cyn mabwysiadu dramor (Adran 84 Deddf Mabwysiadu a Phlant 2002) / Application for an order for parental responsibility prior to adoption abroad (Section 84 Adoption and Children Act 2002),HMCTS,Form,Welsh / Bilingual,11/2016,a61-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
78,A61 Nodiadau / A61 Notes,Cais am orchymyn cyfrifoldeb rhiant cyn mabwysiadu dramor (Ffur en A61). Nodiadau ar lenwi'r ffur en / Application for an order for parental responsibilty prior to adoption abroad (Form A61). Notes on completing the form,HMCTS,Notes,Welsh / Bilingual,11/2016,a61-nodiadau-a61-notes-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
79,A61 Notes,Application for an Order for parental responsibilty prior to adoption abroad (Form A61). Notes on completing the form,HMCTS,Notes,English,11/2016,a61-notes-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
80,A62,Application for a direction under section 88(1) of the Adoption and Children Act 2002,HMCTS,Form,English,11/2014,a62-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
81,A62,Cais am gyfarwyddyd dan adran 88(1) Deddf Mabwysiadu a Phlant 2002 / Application for a direction under section 88(1) of the Adoption and Children Act 2002,HMCTS,Form,Welsh / Bilingual,04/2011,a62-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
82,A62 Nodiadau / A62 Notes,Cais am gyfarwyddyd dan adran 88(1) Deddf Mabwysiadu a Phlant 2002 (Ffurflen A62)Nodiadau ar lenwi'r ffurflen / Application for a direction under section 88(1) of the Adoption and Children Act 2002 (Form A62) Notes on completing the form,HMCTS,Notes,Welsh / Bilingual,12/2005,a62-nodiadau-a62-notes-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
83,A62 Notes,Application for a Direction under Section 88(1) of the Adoption and Children Act 2002 (Form A62) ? Notes on Completing the Form,HMCTS,Notes,English,04/2014,a62-notes-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
84,A63,Application for an order to annul a Convention adoption or Convention adoption order or for an overseas adoption or determination under section 91 to cease to be valid. Section 89 Adoption and Children Act 2002,HMCTS,Form,English,11/2014,a63-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
85,A63,Cais am orchymyn i ddirymu mabwysiad dan y Cytundeb neu orchymyn mabwysiadu dan y Cytundeb neu i fabwysiad tramor neu benderfyniad dan adran 91 beidio a bod yn ddilys Adran 89 Deddf Mabwysiadu a Phlant 2002 / Application for an order to annul a Convention adoption or Convention adoption order or for an overseas adoption or determination under section 91 to cease to be valid Section 89 Adoption and Children Act 2002,HMCTS,Form,Welsh / Bilingual,04/2011,a63-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
86,A63 Nodiadau / A63 Notes,Cais am orchymyn i ddirymu mabwysiad dan y Cytundeb neu orchymyn mabwysiadu dan y Cytundeb neu i fabwysiad tramor neu benderfyniad dan adran 91 beidio â bod yn ddilys (Ffurflen A63) / Application for an order to annul a Convention adoption or Convention adoption order or for an overseas adoption or determination under section 91 to cease to be valid (Form A63),HMCTS,Notes,Welsh / Bilingual,12/2005,a63-nodiadau-a63-notes-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
87,A63 Notes,Application for an Order to Annul a Convention Adoption or Convention Adoption Order or for an Overseas Adoption or Determination Under Section 91 to Cease to be Valid (Form A63) - Notes on Completing the Form,HMCTS,Notes,English,04/2014,a63-notes-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
88,A64,Application to receive information from court records Section 60(4) Adoption and Children Act 2002,HMCTS,Form,English,11/2014,a64-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
89,A64,Cais i dderbyn gwybodaeth o gofnodion y llys Adran 60(4) Deddf Mabwysiadu a Phlant 2002 / Application to receive information from court records Section 60(4) Adoption and Children Act 2002,HMCTS,Form,Welsh / Bilingual,12/2005,a64-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
90,A64A,Application to receive information from court records about a parental order,HMCTS,Form,English,11/2014,a64a-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
91,A64A,Cais i dderbyn gwybodaeth o gofnodion y llys am orchymyn rhieni / Application to receive information from court records about a parental order,HMCTS,Form,Welsh / Bilingual,04/2010,a64a-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
92,A65,Confidential information,HMCTS,Form,English,12/2005,a65-eng.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
93,A65,Gwybodaeth gyfrinachol / Confidential information,HMCTS,Form,Welsh / Bilingual,12/2005,a65-bil.pdf,PDF,Formfinder,Adoption,,,,,,,,,,,,,
94,AC001 (Birmingham),Request for an adjournment (Birmingham),HMCTS,Form,English,09/2008,ac001-(birmingham)-eng.pdf,PDF,Formfinder,Administrative Court,,,,,,,,,,,,,
95,AC001 (Cardiff),Request for an adjournment (Cardiff),HMCTS,Form,English,09/2008,ac001-(cardiff)-eng.pdf,PDF,Formfinder,Administrative Court,,,,,,,,,,,,,
96,AC001 (Leeds),Request for an adjournment (Leeds),HMCTS,Form,English,04/2014,ac001-(leeds)-eng.pdf,PDF,Formfinder,Administrative Court,,,,,,,,,,,,,
97,AC001 (London),Request for an adjournment (London),HMCTS,Form,English,09/2008,ac001-(london)-eng.pdf,PDF,Formfinder,Administrative Court,,,,,,,,,,,,,
98,AC001 (Manchester),Request for an adjournment (Manchester),HMCTS,Form,English,09/2008,ac001-(manchester)-eng.pdf,PDF,Formfinder,Administrative Court,,,,,,,,,,,,,
99,AC010,Notice of Appeal to the High Court (modification/renewal of Non-Derogating Control Orders),HMCTS,Form,English,08/2016,ac010-eng.pdf,PDF,Formfinder,Administrative Court,,,,,,,,,,,,,
100,AC011,Claim form (Under Section 11),HMCTS,Form,English,08/2016,ac011-eng.pdf,PDF,Formfinder,Administrative Court,,,,,,,,,,,,,
101,AC013,Guidance as to how the parties should assist the Court when applications for costs are made following settlement of claims for judicial review (April 2016),HMCTS,Guidance,English,09/2016,ac013-eng.pdf,PDF,Formfinder,Administrative Court,,,,,,,,,,,,,
102,AC014,Skeleton argument template,HMCTS,Form,English,08/2016,ac014-eng.doc,DOC,Formfinder,Administrative Court,,,,,,,,,,,,,
103,AC015,Regionalisation guidance,HMCTS,Guidance,English,08/2016,ac015-eng.pdf,PDF,Formfinder,Administrative Court,,,,,,,,,,,,,
104,AC016,Appeals under Section 289 of the Town and Country Planning Act 1990. Notes for guidance for court users,HMCTS,Guidance,English,08/2016,ac016-eng.pdf,PDF,Formfinder,Administrative Court,,,,,,,,,,,,,
105,AC017,Claims for planning statutory review. Notes for guidance for court users,HMCTS,Guidance,English,08/2016,ac017-eng.pdf,PDF,Formfinder,Administrative Court,,,,,,,,,,,,,
106,ADM1,Claim form (Admiralty claim in rem),HMCTS,Form,English,02/2013,adm1-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
107,ADM10,Standard directions to the Admiralty Marshal,HMCTS,Form,English,03/2002,adm10-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
108,ADM11,Request for caution against Release,HMCTS,Form,English,03/2002,adm11-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
109,ADM12,Request and undertaking for release,HMCTS,Form,English,04/2017,adm12-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
110,ADM12A,Request for withdrawal of caution against Release,HMCTS,Form,English,03/2002,adm12a-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
111,ADM13,Application for judgment in default of filing an acknowledgment of service and/or defence or collision statement of case,HMCTS,Form,English,03/2002,adm13-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
112,ADM14,Order for sale of a ship,HMCTS,Form,English,03/2002,adm14-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
113,ADM15,Claim form (Admiralty limitation claim),HMCTS,Form,English,02/2013,adm15-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
114,ADM15B,Notes for defendant - Admiralty limitation claim,HMCTS,Notes,English,02/2013,adm15b-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
115,ADM16,Notice of Admission of right of claimant to limit liability,HMCTS,Form,English,03/2002,adm16-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
116,ADM16A,Defence to admiralty limitation claim,HMCTS,Form,English,03/2002,adm16a-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
117,ADM17,Application for restricted limitation decree,HMCTS,Form,English,03/2002,adm17-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
118,ADM17A,Application for general limitation decree,HMCTS,Form,English,11/2008,adm17a-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
119,ADM18,Restricted limitation decree,HMCTS,Form,English,03/2002,adm18-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
120,ADM19,General limitation decree,HMCTS,Form,English,03/2002,adm19-eng.pdf,PDF,Formfinder,Admiralty,,,,,,,,,,,,,
