file,short_text,required
ex725-eng.txt,he claim. this may include any relevant supporting documents where appropriate. how much w,F
fe6-eng.txt, additional copy of the application and supporting documents to be returned for service. w,F
fe7-eng.txt, additional copy of the application and supporting documents to be returned for service. w,F
form-202-eng.txt,"or permission to appeal, the bundle and supporting documents will be passed to a judge. ge",F
form-202-eng.txt,"nts notice is led, a copy of it and any supporting documents must be served on the appella",F
form-p10-eng_doc.txt, statement of facts relied on section 7 supporting documents if you do not have a document,T
form-p10-eng.txt, nov 2011 5 product code t116 section 7 supporting documents if you do not have a document,T
form-p10-guidance-notes-eng.txt,n support of your application.section 7 supporting documentsdo not delay filing your appli,T
form-p9-eng_doc.txt, of facts relied on section 7 section 7 supporting documents if you do not have a document,T
form-p9-eng.txt, nov 2011 4 product code t115 section 7 supporting documents if you do not have a document,T
form-p9-guidance-notes-eng.txt,n support of your application.section 7 supporting documentsdo not delay filing your appli,T
form-ta-eng_doc.txt,"stitution, the list of members, and any supporting documents, will be sent to the landlord",T
fp161-eng.txt,NA,
fp161a-eng.txt, to a term of imprisonment. section 12: supporting documents if appealing to the high cour,T
fp162-eng.txt,NA,
fp162a-eng.txt,ismissed as it is out of time. section 9supporting documentsyou may have additional docume,T
fp162a-eng.txt,ondent. send or take the notice and any supporting documents or bundles to the family divi,T
fp244a-eng.txt, sucient copies of your application and supporting documentation. you will need to submit ,T
iaft-1-eng.txt, you should provide a reference and any supporting documents. failure to do so may result ,T
iaft-5-eng.txt, you should provide a reference and any supporting documents. failure to do so may result ,T
jr1-eng.txt,ve reasons jr1(t&c) (11.14) 5 section 8 supporting documents you must enclose a copy of th,T
jr1-guidance-eng_doc.txt,l review claim form your claim form and supporting documents must be sent or delivered to:,T
jr1-guidance-eng.txt,l review claim form your claim form and supporting documents must be sent or delivered to:,T
jrc1-notes-eng_doc.txt,"of truth, claim for judicial review and supporting documents if you are an individual you ",T
mps-expenses-notice-of-appeal-eng.txt, (not both) this completed form and any supporting documents to: email: taxappeals@hmcts.g,T
n161-bil.txt,dran 10tystiolaeth i gefnogi section 11 supporting documentsthree copies of the appellants,T
n161-eng.txt,ction 11 evidence in support section 12 supporting documents to support your appeal you sh,T
n161a-bil.txt,olaeth a ddarperir gennych. section 11: supporting documents do not delay filing your appe,T
n161a-eng.txt,any evidence you provide. 12section 12: supporting documents do not delay ling your appell,T
n161a-eng.txt,appellants notice and copies of all the supporting documents to the appeal court ofce with,T
n161c-bil.txt,rt any evidence you provide.section 11: supporting documentsdo not delay filing your appel,T
n161c-eng.txt,t any evidence you provide.9section 11: supporting documents do not delay filing your appe,T
n161d-eng.txt,d to a term of imprisonment.section 11: supporting documents do not delay filing your appe,T
n162-eng.txt,upport of this application:- section 10 supporting documents please tick the papers you ar,T
n208pc-eng.txt, any you will be ling later. section 10 supporting documents detailed statement of grounds,T
n244-nodiadau-n244-notes-bil.txt,"e or an application for fee concession, supporting documentation. you will need to submit ",T
n244-notes-eng.txt,"fee or an application for fee remission,supporting documentation. you will need to submit ",T
n379-bil.txt, additional copy of the application and supporting documents to be returned for service. n,T
n379-eng.txt, additional copy of the application and supporting documents to be returned for service. w,T
n380-eng.txt, additional copy of the application and supporting documents to be returned for service. w,T
n461-bil.txt,sh to make an application for:section 10supporting documentsif you do not have a document ,T
n461-eng.txt,ded attachedincluded attachedsection 10 supporting documents included attachedincluded att,T
n461-nodiadau-n461-notes-bil.txt,at each point to any documents section 9supporting documents documents listed in this sect,T
n461-notes-eng.txt,efer at each point your claim section 10supporting documents review. if you have not been ,T
n461pc-eng.txt,ded attachedincluded attachedsection 10 supporting documents included attachedincluded att,T
pa1s-bil.txt,f and send it with your payment and any supporting documents to:the postal searches and co,T
pa2-eng.txt," it will involve completing a form with supporting documents, and swearing an oath in supp",T
send1a-eng.txt," in lieu, please send us a copy and any supporting documents, including any reports that f",T
send25-eng.txt,"gistered, a copy of the appeal form and supporting documents are sent to the local authori",T
send27-eng.txt,the la receive a copy of the appeal and supporting documents at registration. they will al,T
send7-eng.txt,rties comments on your request) and any supporting documents to: the tribunal; and the oth,T
t003-eng.txt," this application relates and any other supporting documents, to: first-tier tribunal (cha",T
t005-eng.txt," this application relates and any other supporting documents, to: first-tier tribunal (cha",T
t006-eng.txt," this application relates and any other supporting documents, to:first-tier tribunal (char",T
t108a-eng.txt,ion b: the original decision letter and supporting documents; section c: the respondents w,T
t12-eng.txt," this application relates and any other supporting documents, to: general regulatory chamb",T
t211-bil.txt, 5 adran 5 dogfennau ategol section 5 - supporting documents rhaid ichi anfon y rhybudd ap,T
t240-eng.txt, (not both) this completed form and any supporting documents to: email: taxappeals@hmcts.g,T
t245-eng.txt, (not both) this completed form and any supporting documents to: email: taxappeals@hmcts.g,T
t440-eng.txt," notice of appeal submitted without the supporting documentation, or a written explanation",T
t440-eng.txt,"ete and/or received without the correct supporting documentation, it will be considered no",T
t450-eng.txt,"d the form, it should be sent, with all supporting documentation to: grp po box 9300 leice",T
t453-eng.txt,"d the form, it should be sent, with all supporting documentation to:grp po box 9300 you ar",T
t464-eng.txt,"d the form, it should be sent, with all supporting documentation to:grp po box 9300 leices",T
t470-eng.txt,NA,
t470-eng.txt,nt by email and it is necessary to send supporting documents in hard copy form they should,T
t470-eng.txt,py of the glaas reply together with any supporting documents. you will be asked at this st,T
t480-eng.txt,ed attached included attached section 9 supporting documents included attached included at,T
t481-notes-eng.txt,ing in support of your claim. section 9 supporting documents if you have not been able to ,T
t495-eng.txt,ch you should include when sending your supporting documents to hm courts & tribunals serv,T
t495-eng.txt,"ne, send in any additional evidence and supporting documents as soon as possible). if you ",T
t608-eng.txt,NA,
t614-eng.txt,"e application for permission to appeal, supporting documents and the application fee to th",T
t615-eng.txt,"etes and returns notice of appeal form, supporting documents, statement of case and the lo",T
t616-eng.txt,"pies of the notice of reference and the supporting documents, including a statement of cas",T
t617-eng.txt,"he applicant sends the application, its supporting documents and the lodging fee to the tr",T
t622-eng.txt,variation request (07.15) page 2 of 2 9 supporting documentation for variation. alternativ,T
t97-eng.txt,NA,
t98-eng_doc.txt,oon as the hearing date has been set. 8 supporting document please list any documents that,T
