file,short_text,required
iaft-5-eng.txt,a reference and any supporting documents. failure ,T
jr1-eng.txt,(11.14) 5 section 8 supporting documents you must ,T
jr1-guidance-eng_doc.txt,your claim form and supporting documents must be s,T
jr1-guidance-eng.txt,your claim form and supporting documents must be s,T
jrc1-notes-eng_doc.txt,judicial review and supporting documents if you ar,T
mps-expenses-notice-of-appeal-eng.txt,pleted form and any supporting documents to: email,T
n161-bil.txt, gefnogi section 11 supporting documentsthree copi,T
n161-eng.txt, support section 12 supporting documents to suppor,T
n161a-bil.txt,ennych. section 11: supporting documents do not de,T
n161a-eng.txt,vide. 12section 12: supporting documents do not de,T
n161a-eng.txt,d copies of all the supporting documents to the ap,T
n161c-bil.txt,provide.section 11: supporting documentsdo not del,T
n161c-eng.txt,rovide.9section 11: supporting documents do not de,T
n161d-eng.txt,sonment.section 11: supporting documents do not de,T
n162-eng.txt,cation:- section 10 supporting documents please ti,T
n208pc-eng.txt,g later. section 10 supporting documents detailed ,T
n244-nodiadau-n244-notes-bil.txt,"for fee concession, supporting documentation. you ",
n244-notes-eng.txt,"n for fee remission,supporting documentation. you ",
n379-bil.txt,the application and supporting documents to be ret,T
n379-eng.txt,the application and supporting documents to be ret,T
n380-eng.txt,the application and supporting documents to be ret,T
n461-bil.txt,ation for:section 10supporting documentsif you do ,T
n461-eng.txt, attachedsection 10 supporting documents included ,T
n461-nodiadau-n461-notes-bil.txt, documents section 9supporting documents documents,T
n461-notes-eng.txt,our claim section 10supporting documents review. i,T
n461pc-eng.txt, attachedsection 10 supporting documents included ,T
pa1s-bil.txt,our payment and any supporting documents to:the po,T
pa2-eng.txt,"pleting a form with supporting documents, and swea",T
send1a-eng.txt,"d us a copy and any supporting documents, includin",T
send25-eng.txt,the appeal form and supporting documents are sent ,T
send27-eng.txt,y of the appeal and supporting documents at regist,T
send7-eng.txt,ur request) and any supporting documents to: the t,T
t003-eng.txt,"lates and any other supporting documents, to: firs",T
t005-eng.txt,"lates and any other supporting documents, to: firs",T
t006-eng.txt,"lates and any other supporting documents, to:first",T
t108a-eng.txt,decision letter and supporting documents; section ,T
t12-eng.txt,"lates and any other supporting documents, to: gene",T
t211-bil.txt, ategol section 5 - supporting documents rhaid ich,T
t240-eng.txt,pleted form and any supporting documents to: email,T
t245-eng.txt,pleted form and any supporting documents to: email,T
t440-eng.txt,"bmitted without the supporting documentation, or a",T
t440-eng.txt,"without the correct supporting documentation, it w",T
t450-eng.txt,"d be sent, with all supporting documentation to: g",T
t453-eng.txt,"d be sent, with all supporting documentation to:gr",T
t464-eng.txt,"d be sent, with all supporting documentation to:gr",T
t470-eng.txt, appeal; attach all supporting documents referred ,T
t470-eng.txt,s necessary to send supporting documents in hard c,T
t470-eng.txt,y together with any supporting documents. you will,T
t480-eng.txt, attached section 9 supporting documents included ,T
t481-notes-eng.txt,ur claim. section 9 supporting documents if you ha,T
t495-eng.txt,e when sending your supporting documents to hm cou,T
t495-eng.txt,tional evidence and supporting documents as soon a,T
t608-eng.txt,NA,
t614-eng.txt,"rmission to appeal, supporting documents and the a",T
t615-eng.txt,"ice of appeal form, supporting documents, statemen",T
t616-eng.txt,"f reference and the supporting documents, includin",T
t617-eng.txt,"he application, its supporting documents and the l",T
t622-eng.txt,7.15) page 2 of 2 9 supporting documentation for v,T
t97-eng.txt,NA,
t98-eng_doc.txt,ate has been set. 8 supporting document please lis,T
