file,short_text,required
d258a-eng.txt,shes to be heard) i enclose copies of (tick as ,T
d258b-bil.txt,an deulu yn unig) i enclose my fee of signed (a,T
d258b-eng.txt,sessment hearing. i enclose copies of (tick as ,T
d258c-bil.txt,rt should allow). i enclose my fee of signed (a,T
d258c-eng.txt,sessment hearing. i enclose copies of (tick as ,T
d259-bil.txt, y goron 2011 i now enclose copies of (tick as ,
d259-eng.txt,tend to rely ]i now enclose copies of (tick as ,T
d440-eng.txt,wn copyright 2014 i enclose a cheque/postal ord,T
d89-bil.txt,f the respondent. i enclose a recent photograph,T
d89-eng.txt,boxes that apply. i enclose a recent photograph,T
eac1-eng.txt,sional education* * enclose certied copies of t,T
ex105-bil.txt,of the estimatecopy enclosedabout youmrmrsmissm,F
ex105-eng.txt, of judgeyes nocopy enclosedex105 request that ,F
ex108-eng.txt,scription please nd enclosed a request for a tr,F
ex20-eng.txt,"ive, not the court. enclose your name, address ",T
fe17-bil.txt,come and outgoings. enclose a copy of your most,T
fe17-eng.txt,come and outgoings. enclose a copy of your most,T
fe6-eng.txt,t number oryou have enclosed the fee of make yo,T
fe7-eng.txt,t number oryou have enclosed the fee ofmake you,T
form-edmo-eng_doc.txt, application on the enclosed sheet titled groun,F
form-edmo-eng_doc.txt,quired documents is enclosed. a crossed cheque ,F
form-hhsrs-eng_doc.txt, application on the enclosed sheet titled groun,F
form-hhsrs-eng_doc.txt,quired documents is enclosed. a crossed cheque ,F
form-hmo-eng_doc.txt, application on the enclosed sheet titled groun,F
form-hmo-eng_doc.txt,quired documents is enclosed. a crossed cheque ,F
form-mo-eng_doc.txt, application on the enclosed sheet titled groun,F
form-mo-eng_doc.txt,quired documents is enclosed. a crossed cheque ,F
form-ocn-eng_doc.txt, application on the enclosed sheet titled groun,F
form-ocn-eng_doc.txt,quired documents is enclosed (see annex 2). a c,F
form-rro1-eng_doc.txt, (if applicable) is enclosed. please put your n,
form-rro2-eng_doc.txt,quired documents is enclosed. a crossed cheque ,F
form-rtb1-eng_doc.txt, (if applicable) is enclosed. please put your n,
form-rtm-eng_doc.txt, (if applicable) is enclosed. please put your n,
form-ta-eng_doc.txt,quired documents is enclosed. a crossed cheque ,F
fp244a-eng.txt,h your application) enclosed the correct fee or,F
fp25-eng.txt,is/her solicitor. i enclosed a payable order fo,F
ftc3-eng.txt,gh eh2 4hh you must enclose a copy of the decis,T
ftc3-notes-eng.txt,gh eh2 4hh you must enclose a copy of the decis,T
iaft-1-eng.txt,NA,
iaft-1-eng.txt,NA,
iaft-2-eng.txt,NA,
iaft-2-eng.txt,NA,
iaft-3-eng.txt,NA,
iaft-3-eng.txt,NA,
iaft-4-eng.txt,ecessary you should enclose with this form any ,T
iaft-4-guide-eng.txt,y. note: you should enclose with form iaft-4 an,T
iaft-5-eng.txt,NA,
iaft-5-eng.txt,NA,
iaft-5(dia)-eng_doc.txt,ur appeal. have you enclosed a copy of your ref,T
iaft-5(dia)-eng_doc.txt,NA,
iaft-6-eng.txt,NA,
iaft-6-eng.txt,NA,
iaft-7-eng.txt,NA,
iaft-7-eng.txt,NA,
iaut1-eng.txt,264 347 997you must enclose the following docum,T
iaut3-eng_doc.txt,regulations 2005. i enclose all submissions and,T
iaut3-eng.txt,regulations 2005. i enclose all submissions and,T
jr1-eng_doc.txt,g on its behalf.) i enclose the following docum,T
jr1-eng.txt, documents you must enclose a copy of the full ,T
jr1-guidance-eng_doc.txt,. you should try to enclose the documents asked,T
jrc1-eng_doc.txt,ation authority.) i enclose the following docum,T
jrc1-eng.txt,ation authority.) i enclose the following docum,T
jrc1-notes-eng_doc.txt,. you should try to enclose the documents asked,T
jury-summons-form-eng.txt,portant to read the enclosed leaflet guide to j,F
jury-summons-guide-eng.txt,oning bureau in the enclosed envelope. the jury,F
leasehold-1-eng_doc.txt, challenged. please enclose the following docum,T
leasehold-1-eng_doc.txt,", the following are enclosed with your applicat",F
leasehold-10-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
leasehold-11-eng_doc.txt,"s no if yes, please enclose a copy of the court",T
leasehold-11-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
leasehold-12-eng_doc.txt,NA,
leasehold-12-eng_doc.txt,"s no if yes, please enclose a copy of the order",T
leasehold-12-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
leasehold-13-eng_doc.txt,quired documents is enclosed. additional copies,T
leasehold-14-eng_doc.txt,NA,
leasehold-14-eng_doc.txt,"s no if yes, please enclose a copy of the order",T
leasehold-15-eng_doc.txt,7) of the act. i/we enclose a copy of the vesti,T
leasehold-15-eng_doc.txt,quired documents is enclosed (see section 7). a,T
leasehold-1a-eng_doc.txt,opy of the lease is enclosed. a copy of the dec,T
leasehold-2-eng_doc.txt,t the following are enclosed with your applicat,T
leasehold-3-eng_doc.txt,the lease(s) is/are enclosed. a crossed cheque ,T
leasehold-4-eng_doc.txt,f the claim. please enclose the following docum,T
leasehold-4-eng_doc.txt,t the following are enclosed with your applicat,F
leasehold-5-eng_doc.txt, (if applicable) is enclosed. do not send cash ,
leasehold-6-eng_doc.txt,t the following are enclosed with your applicat,
leasehold-7-eng_doc.txt,opy of the lease is enclosed. a copy of the dec,
leasehold-9-eng_doc.txt,5) of the act. i/we enclose a copy of the vesti,F
leasehold-9-eng_doc.txt,quired documents is enclosed. additional copies,
n20-eng.txt,l representative. i enclosed a p.o. for for the,T
n208c(cc)-bil.txt,ledgment of service enclosed with this claim fo,
n208c(cc)-eng.txt,ledgment of service enclosed with this claim fo,
n215-bil.txt,m) (you may want to enclose a copy of the trans,T
n215-eng.txt,m) (you may want to enclose a copy of the trans,T
n215pc-eng.txt,m) (you may want to enclose a copy of the trans,T
n228-eng.txt,aimant[s solicitor] enclosed with this notice i,T
n244-nodiadau-n244-notes-bil.txt,"the form on page 3, enclosed the correct fee or",T
n244-notes-eng.txt,"the form on page 2, enclosed the correct fee or",T
n245-bil.txt,n pay a month(and i enclose )i also enclose the,T
n245-eng.txt,n pay a month(and i enclose )12 declarationi de,T
n258-eng.txt,) on(insert date) i enclose (tick as appropriat,T
n258a-eng.txt,shes to be heard) i enclose copies of ( tick as,T
n258b-eng.txt,sessment hearing. i enclose copies of (tick as ,T
n258c-eng.txt,ssessment hearing.i enclose copies of (tick as ,T
n259-eng.txt,et if needed.]i now enclose copies of (tick as ,T
n2b-eng.txt,ledgment of service enclosed with this claim fo,T
n379-bil.txt,t number oryou have enclosed the fee of make yo,T
n379-eng.txt,t number oryou have enclosed the fee of make yo,T
n380-eng.txt,t number oryou have enclosed the fee of make yo,T
n443-eng.txt,rs and fines:n443 i enclose evidence that this ,T
n5b-bil.txt,remium certicate is enclosed complied with in r,T
n5b-eng.txt,remium certicate is enclosed(ii) the initial re,T
n8b-bil.txt,vice form which was enclosed with the claim for,T
n8b-eng.txt,vice form which was enclosed with the claim for,T
n9b-eng.txt,ount admitted onori enclose the completed form ,T
notice-of-intention-to-pursue-an-appeal-eng.txt,e to enter. (please enclose a copy.) date of re,T
pa1-bil.txt," 1 is yes, you must enclose the original docume",T
pa1-bil.txt,al amount of cheque enclosed for fee (made paya,T
pa1-eng.txt,conrm that you have enclosed the relevant docum,T
pa1s-bil.txt,NA,
pa1s-eng.txt,NA,
pa7-eng.txt, in the pa4 leaflet enclosed. they will give yo,F
pa7-eng.txt,u must complete the enclosed acknowledgement of,F
pa7a-eng.txt,NA,?
pa7a-eng.txt,s required). i also enclose an official copy of,T
pa8-eng.txt, in the pa4 leaflet enclosed.the service costs ,F
pa97-bil_doc.txt,owing documents are enclosed: grant cynrychiola,T
pa97-eng_doc.txt,owing documents are enclosed: • grant of repres,T
pf120a-eng.txt,l representative. i enclosed a p.o. for for the,T
ph1-eng_doc.txt,ent received please enclose: (1) a copy of any ,T
ph1-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph10-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph11-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph12-eng_doc.txt, terminated. please enclose copies of: (1) any ,T
ph12-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph13-eng_doc.txt, addresses). please enclose also a copy of the ,T
ph13-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph14-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph15-eng_doc.txt,nt received: please enclose: (1) a copy of the ,T
ph15-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph16-eng_doc.txt,nce received please enclose a copy of the decis,T
ph16-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph17-eng_doc.txt, case of (2) please enclose a copy of the tribu,T
ph17-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph18-eng_doc.txt,d to licence please enclose: a copy of the lice,T
ph18-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph19-eng_doc.txt,mminent risk please enclose: a copy of the lice,T
ph19-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph2-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph3-eng_doc.txt,ed or given: please enclose: a copy of any stat,T
ph3-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph4-eng_doc.txt, information please enclose (and tick box as ap,T
ph4-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph5-eng_doc.txt,f agreement. please enclose: a copy of the occu,T
ph5-eng_doc.txt,"s no if yes, please enclose a copy of your noti",T
ph5-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph6-eng_doc.txt,f agreement. please enclose: a copy of the occu,T
ph6-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph7-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph8-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
ph9-eng_doc.txt, addresses). please enclose also a copy of the ,T
ph9-eng_doc.txt,quired documents is enclosed. a crossed cheque ,T
rent-3-eng.txt,ress yes no minal i enclose a bond and/or depos,T
rents-1-eng_doc.txt,"s no if yes, please enclose the agreement (with",T
rents-2-eng_doc.txt,"f available, please enclose a copy of the assur",T
rents-2-eng_doc.txt," (b) if yes, please enclose the agreement (with",T
rents-3-eng_doc.txt," (b) if yes, please enclose the agreement (with",T
send1-eng.txt,"porting the appeal, enclose it with the appeal.",T
send1a-eng.txt,the appeal form and enclosed all the documents ,T
send24-eng.txt,ng documentation is enclosed with this appeal f,T
send24a-eng.txt,ng documentation is enclosed with this appeal f,T
send24b-eng.txt,ng documentation is enclosed with this appeal f,T
send25-eng.txt,"porting the appeal, enclose it with the appeal.",T
send26a-eng.txt,nd ability and have enclosed copies of all rele,T
send28-eng.txt,ng documentation is enclosed with this appeal f,T
send28a-eng.txt,ng documentation is enclosed with this appeal f,T
send4a-eng.txt,nd ability and have enclosed copies of all rele,T
t114-eng.txt,been signed. please enclose all receipts with t,T
t211-bil.txt,ase ensure you have enclosed the following with,T
t240-eng.txt,ocument checklist i enclose: a copy of the hmrc,T
t245-eng.txt, here any documents enclosed with your applicat,F
t246-eng.txt,", and that you have enclosed with your applicat",T
t35-eng_doc.txt, expert evidence is enclosed if you will be sub,T
t370-eng.txt,determined 5we have enclosed with this notice: ,T
t371-eng.txt,ot a solicitor must enclose an authority to act,T
t371-eng.txt,claim you must also enclose: a statement of cas,T
t372-eng.txt, enclosures we have enclosed with this notice: ,T
t373-eng.txt,ot a solicitor must enclose an authority to act,T
t374-eng.txt,ot a solicitor must enclose an authority to act,T
t375-eng.txt,nclosures i/we have enclosed with this notice: ,T
t379-eng.txt,stcode contractual (enclose a copy of the contr,T
t379-eng.txt,n the last 5 years (enclose a copy of any curre,T
t381-eng.txt,ot a solicitor must enclose an authority to act,T
t381-eng.txt,of the objector(s) (enclose authority to act si,T
t385-eng.txt,ot a solicitor must enclose an authority to act,T
t385-eng.txt,me status i/we have enclosed with this notice: ,T
t386-eng.txt,ot a solicitor must enclose an authority to act,T
t399-eng.txt,pealing. you should enclose the necessary docum,T
t400-eng.txt,applicant must also enclose a copy of the decis,T
t450-eng.txt,"d yes to 8.3, is it enclosed with this applicat",T
t450-eng.txt, checked. documents enclosedstatutory declarati,T
t451-eng.txt,"d yes to 8.3, is it enclosed with this applicat",T
t451-eng.txt,een divorced please enclose a copy of the decre,T
t453-eng.txt,"d yes to 7.3, is it enclosed with this applicat",T
t453-eng.txt,en checked.documentsenclosedstatutory declarati,F
t454-eng.txt,"d yes to 7.3, is it enclosed with this applicat",T
t454-eng.txt,een divorced please enclose a copy of the decre,T
t455-eng.txt,pplication form and enclose evidence where nece,T
t455-eng.txt,interim grc will be enclosed with the letter. f,T
t464-eng.txt,"d yes to 8.3, is it enclosed with this applicat",T
t464-eng.txt,en checked.documentsenclosedstatutory declarati,F
t465-eng.txt,"d yes to 8.3, is it enclosed with this applicat",T
t465-eng.txt,een divorced please enclose a copy of the decre,T
t485-eng.txt,m form) (you should enclose a copy of the trans,T
t53-eng.txt, of appeal form and enclose evidence where nece,T
t53-eng.txt,ur appeal. should i enclose a fee wi th my noti,T
t601-eng.txt,8 enclosures i have enclosed with this notice o,T
t601-eng.txt,ot a solicitor must enclose an authority to act,T
t602-eng.txt,y enclosures i have enclosed with this applicat,T
t602-eng.txt,ot a solicitor must enclose an authority to act,T
t603-eng.txt,ot a solicitor must enclose an authority to act,T
t603-eng.txt,ote on fees. please enclose a copy of any docum,T
t604-eng.txt, wish to appeal and enclose a copy of the notic,T
t605-eng.txt,"of case, if one was enclosed with the appeal. i",T
t606-eng.txt,5. you also need to enclose two copies of a sta,T
t616-eng.txt,"n of time, you must enclose the tribunals fee o",T
t94-eng.txt,"on appealed against enclosed), the tribunal wil",F
tahb521-eng_doc.txt,heet): full name: i enclose the following docum,T
talg921-eng_doc.txt,heet): full name: i enclose the following docum,T
ut1-leaflet-eng.txt,pealing. you should enclose the necessary docum,T
ut10-eng_doc.txt,", ec4a 1nl you must enclose the following docum",T
ut11-eng.txt,he form. you should enclose a copy of the follo,T
ut11-leaflet-eng.txt,pealing. you should enclose the necessary docum,T
ut11-notes-eng.txt,__________ you must enclose the documents liste,T
ut12-eng_doc.txt,2 strand 4 you must enclose the following docum,T
ut12-notes-eng.txt,2 strand 4 you must enclose the documents liste,T
ut12ni-eng_doc.txt,st bt1 3jf you must enclose the following docum,T
ut13-eng.txt, bt1 3jf you should enclose a copy of the follo,T
ut13-leaflet-eng.txt,.gov.uk/ you should enclose the necessary docum,T
ut14-eng.txt, bt1 3jf you should enclose a copy of the follo,T
ut2-eng_doc.txt,h eh2 4hh. you must enclose the following docum,T
ut2-eng.txt,h eh2 4hh. you must enclose the following docum,T
ut3-eng_doc.txt, ec4a 1nl. you must enclose the following docum,T
ut3-leaflet-eng_doc.txt,pealing. you should enclose the necessary docum,T
ut3-leaflet-eng.txt,pealing. you should enclose the necessary docum,T
ut3-notes-eng.txt, ec4a 1nl. you must enclose the documents liste,T
ut4-eng.txt, ec4a 1nl. you must enclose the following docum,T
ut4-leaflet-eng.txt,pealing. you should enclose the necessary docum,T
ut4-notes-eng.txt, 7071 5662 you must enclose the documents liste,T
ut5-eng_doc.txt,20 376460. you must enclose the following docum,T
ut5-eng.txt,20 376460. you must enclose the following docum,T
ut5-leaflet-eng.txt,pealing. you should enclose the necessary docum,T
ut5-notes-eng.txt,920 376460 you must enclose the documents liste,T
ut6-eng_doc.txt, cf10 1et. you must enclose the following docum,T
ut6-eng.txt, cf10 1et. you must enclose the following docum,T
ut6-leaflet-eng_doc.txt,pealing. you should enclose the necessary docum,T
ut6-leaflet-eng.txt,pealing. you should enclose the necessary docum,T
ut6-notes-eng_doc.txt,__________ you must enclose the documents liste,T
ut6-notes-eng.txt,__________ you must enclose the documents liste,T
ut7-eng_doc.txt, cf10 1et. you must enclose the following docum,T
ut7-eng.txt, cf10 1et. you must enclose the following docum,T
ut8-eng_doc.txt,920 662257 you must enclose the following docum,T
ut8-eng.txt,920 662257 you must enclose the following docum,T
ut8-leaflet-eng.txt,pealing. you should enclose the necessary docum,T
ut8-notes-eng.txt,ff cf10 1etyou must enclose the documents liste,T
ut9-eng_doc.txt,920 662257 you must enclose the following docum,T
ut9-eng.txt,920 662257 you must enclose the following docum,T
ut9-leaflet-eng.txt,pealing. you should enclose the necessary docum,T
ut9-notes-eng.txt,ff cf10 1etyou must enclose the documents liste,T
your-appeal-what-happens-next-eng.txt,"ng, as shown on the enclosed enquiry form cover",T
